year,tournament,start_date,end_date,location,court_surface,prize_money,currency,masters
2018,23rd-tivoli-trophy-timsoara_itf_juniors0,2018-07-10,2018-07-14,ROU,Clay,,,0
2018,23rd-tivoli-trophy-timsoara_itf_juniors1,2018-07-10,2018-07-14,ROU,Clay,,,0
2018,itf-icelandic-open-u18_itf_juniors0,2018-07-10,2018-07-15,ISL,Carpet,,,0
2018,itf-icelandic-open-u18_itf_juniors1,2018-07-10,2018-07-15,ISL,Carpet,,,0
2006,japan-open-junior-championships-2006_itf_juniors1,2006-04-03,2006-04-08,JPN,Carpet,,,0
2006,first-caribbean-international-international-junior-championships-2006_itf_juniors0,2006-04-03,2006-04-08,BAR,Hard,,,0
2006,first-caribbean-international-international-junior-championships-2006_itf_juniors1,2006-04-03,2006-04-08,BAR,Hard,,,0
2006,usta-international-spring-championships_itf_juniors0,2006-04-03,2006-04-09,USA,Hard,,,0
2006,usta-international-spring-championships_itf_juniors1,2006-04-03,2006-04-09,USA,Hard,,,0
2006,jeju-international-junior-championships_itf_juniors0,2006-04-04,2006-04-08,KOR,Hard,,,0
2006,jeju-international-junior-championships_itf_juniors1,2006-04-04,2006-04-08,KOR,Hard,,,0
2006,african-championships-warm-up_itf_juniors0,2006-04-04,2006-04-08,EGY,Clay,,,0
2006,african-championships-warm-up_itf_juniors1,2006-04-04,2006-04-08,EGY,Clay,,,0
2006,24th-international-junior-championships-of-croatia_itf_juniors0,2006-04-04,2006-04-09,CRO,Clay,,,0
2006,24th-international-junior-championships-of-croatia_itf_juniors1,2006-04-04,2006-04-09,CRO,Clay,,,0
2006,french-riviera-international-junior-open_itf_juniors0,2006-04-10,2006-04-15,FRA,Clay,,,0
2006,french-riviera-international-junior-open_itf_juniors1,2006-04-10,2006-04-15,FRA,Clay,,,0
2006,ibm-itf-junior-circuit-2005_itf_juniors0,2006-04-10,2006-04-15,TRI,Hard,,,0
2006,ibm-itf-junior-circuit-2005_itf_juniors1,2006-04-10,2006-04-15,TRI,Hard,,,0
2006,sutton-itf-junior-tournament_itf_juniors0,2006-04-10,2006-04-15,GBR,Hard,,,0
2006,sutton-itf-junior-tournament_itf_juniors1,2006-04-10,2006-04-15,GBR,Hard,,,0
2006,2006-asian-closed-junior-tennis-championships_itf_juniors0,2006-04-10,2006-04-16,KOR,Hard,,,0
2006,2006-asian-closed-junior-tennis-championships_itf_juniors1,2006-04-10,2006-04-16,KOR,Hard,,,0
2006,easter-bowl---us-closed-championships_itf_juniors0,2006-04-10,2006-04-16,USA,Hard,,,0
2006,easter-bowl---us-closed-championships_itf_juniors1,2006-04-10,2006-04-16,USA,Hard,,,0
2006,african-closed-junior-championships_itf_juniors0,2006-04-10,2006-04-16,EGY,Clay,,,0
2006,african-closed-junior-championships_itf_juniors1,2006-04-10,2006-04-16,EGY,Clay,,,0
2006,israel-itf-junior-tournament-1_itf_juniors0,2006-04-11,2006-04-15,ISR,Hard,,,0
2006,israel-itf-junior-tournament-1_itf_juniors1,2006-04-11,2006-04-15,ISR,Hard,,,0
2006,campeonato-internacional-junior-ribarroja-del-turia_itf_juniors0,2006-04-11,2006-04-15,ESP,Clay,,,0
2006,campeonato-internacional-junior-ribarroja-del-turia_itf_juniors1,2006-04-11,2006-04-15,ESP,Clay,,,0
2006,pascuas-bowl_itf_juniors0,2006-04-11,2006-04-16,PAR,Clay,,,0
2006,pascuas-bowl_itf_juniors1,2006-04-11,2006-04-16,PAR,Clay,,,0
2006,31st-city-of-florence-international-tournament_itf_juniors0,2006-04-12,2006-04-17,ITA,Clay,,,0
2006,31st-city-of-florence-international-tournament_itf_juniors1,2006-04-12,2006-04-17,ITA,Clay,,,0
2006,24th-all-canadian-itf-junior-championships_itf_juniors0,2006-04-15,2006-04-22,CAN,Hard,,,0
2006,24th-all-canadian-itf-junior-championships_itf_juniors1,2006-04-15,2006-04-22,CAN,Hard,,,0
2006,notts-junior-open_itf_juniors0,2006-04-17,2006-04-22,GBR,Hard,,,0
2006,notts-junior-open_itf_juniors1,2006-04-17,2006-04-22,GBR,Hard,,,0
2006,mostar-open-2006_itf_juniors0,2006-04-17,2006-04-23,BIH,Clay,,,0
2006,mostar-open-2006_itf_juniors1,2006-04-17,2006-04-23,BIH,Clay,,,0
2006,istres-international-junior-tournament_itf_juniors0,2006-04-17,2006-04-23,FRA,Clay,,,0
2006,istres-international-junior-tournament_itf_juniors1,2006-04-17,2006-04-23,FRA,Clay,,,0
2006,tournoi-international-junior-de-st-francois_itf_juniors0,2006-04-17,2006-04-23,GUD,Hard,,,0
2006,tournoi-international-junior-de-st-francois_itf_juniors1,2006-04-17,2006-04-23,GUD,Hard,,,0
2006,saadia-rees-itf-junior-tournament_itf_juniors0,2006-04-18,2006-04-22,ISR,Hard,,,0
2006,saadia-rees-itf-junior-tournament_itf_juniors1,2006-04-18,2006-04-22,ISR,Hard,,,0
2006,iv-open-obralia-international-junior-pilar-de-la-horadada_itf_juniors0,2006-04-18,2006-04-23,ESP,Hard,,,0
2006,iv-open-obralia-international-junior-pilar-de-la-horadada_itf_juniors1,2006-04-18,2006-04-23,ESP,Hard,,,0
2006,lee-duk-hee-cup-korea-international-junior-championships_itf_juniors0,2006-04-19,2006-04-23,KOR,Hard,,,0
2006,lee-duk-hee-cup-korea-international-junior-championships_itf_juniors1,2006-04-19,2006-04-23,KOR,Hard,,,0
2006,tournoi-international-juniors-de-beaulieu-sur-mer_itf_juniors0,2006-04-24,2006-04-30,FRA,Clay,,,0
2006,tournoi-international-juniors-de-beaulieu-sur-mer_itf_juniors1,2006-04-24,2006-04-30,FRA,Clay,,,0
2006,alex-podolsky-itf-junior-tournament_itf_juniors0,2006-04-25,2006-04-29,ISR,Hard,,,0
2006,alex-podolsky-itf-junior-tournament_itf_juniors1,2006-04-25,2006-04-29,ISR,Hard,,,0
2006,28th-uniqa-slovakia-cup-2006_itf_juniors0,2006-04-25,2006-04-30,SVK,Clay,,,0
2006,28th-uniqa-slovakia-cup-2006_itf_juniors1,2006-04-25,2006-04-30,SVK,Clay,,,0
2006,campeonatos-internacionales-junior-de-tenis-de-la-comunidad-valenciana_itf_juniors0,2006-04-25,2006-04-30,ESP,Hard,,,0
2006,campeonatos-internacionales-junior-de-tenis-de-la-comunidad-valenciana_itf_juniors1,2006-04-25,2006-04-30,ESP,Hard,,,0
2006,kenana-cup_itf_juniors0,2006-04-26,2006-04-30,BUL,Clay,,,0
2006,kenana-cup_itf_juniors1,2006-04-26,2006-04-30,BUL,Clay,,,0
2006,international-tournament-of-salsomaggiore_itf_juniors0,2006-05-01,2006-05-07,ITA,Clay,,,0
2006,international-tournament-of-salsomaggiore_itf_juniors1,2006-05-01,2006-05-07,ITA,Clay,,,0
2006,"v-sanxenxo-international-junior-tournament-""xunta-de-galicia""-trophy_itf_juniors0",2006-05-02,2006-05-06,ESP,Hard,,,0
2006,"v-sanxenxo-international-junior-tournament-""xunta-de-galicia""-trophy_itf_juniors1",2006-05-02,2006-05-06,ESP,Hard,,,0
2006,donetsk-cup-by-ars_itf_juniors0,2006-05-02,2006-05-06,UKR,Hard,,,0
2006,donetsk-cup-by-ars_itf_juniors1,2006-05-02,2006-05-06,UKR,Hard,,,0
2006,jerry-simmons-itf-junior-circuit---louisiana_itf_juniors0,2006-05-02,2006-05-07,USA,Clay,,,0
2006,jerry-simmons-itf-junior-circuit---louisiana_itf_juniors1,2006-05-02,2006-05-07,USA,Clay,,,0
2006,plovdiv-cup_itf_juniors0,2006-05-03,2006-05-07,BUL,Clay,,,0
2006,plovdiv-cup_itf_juniors1,2006-05-03,2006-05-07,BUL,Clay,,,0
2006,14th-international-junior-tournament-citta'-di-prato_itf_juniors0,2006-05-09,2006-05-14,ITA,Clay,,,0
2006,14th-international-junior-tournament-citta'-di-prato_itf_juniors1,2006-05-09,2006-05-14,ITA,Clay,,,0
2006,30th-mamaia-sen-junior-itf-tournament_itf_juniors0,2006-05-09,2006-05-14,ROU,Clay,,,0
2006,30th-mamaia-sen-junior-itf-tournament_itf_juniors1,2006-05-09,2006-05-14,ROU,Clay,,,0
2006,jerry-simmons-itf-junior-circuit---florida_itf_juniors0,2006-05-09,2006-05-14,USA,Clay,,,0
2006,jerry-simmons-itf-junior-circuit---florida_itf_juniors1,2006-05-09,2006-05-14,USA,Clay,,,0
2006,slim-zanat-itf-juniors_itf_juniors0,2006-05-15,2006-05-19,ALG,Clay,,,0
2006,slim-zanat-itf-juniors_itf_juniors1,2006-05-15,2006-05-19,ALG,Clay,,,0
2006,1st-open-junior-international-chile_itf_juniors0,2006-05-15,2006-05-20,CHI,Clay,,,0
2006,1st-open-junior-international-chile_itf_juniors1,2006-05-15,2006-05-20,CHI,Clay,,,0
2006,enka-junior_itf_juniors0,2006-05-15,2006-05-20,TUR,Hard,,,0
2006,enka-junior_itf_juniors1,2006-05-15,2006-05-20,TUR,Hard,,,0
2006,"28th-international-junior-tournament-""citta'-di-santa-croce""_itf_juniors0",2006-05-15,2006-05-21,ITA,Clay,,,0
2006,"28th-international-junior-tournament-""citta'-di-santa-croce""_itf_juniors1",2006-05-15,2006-05-21,ITA,Clay,,,0
2006,tsz-cup_itf_juniors0,2006-05-15,2006-05-21,RUS,Hard,,,0
2006,tsz-cup_itf_juniors1,2006-05-15,2006-05-21,RUS,Hard,,,0
2006,instirig-cup-2006_itf_juniors0,2006-05-15,2006-05-21,ROU,Clay,,,0
2006,instirig-cup-2006_itf_juniors1,2006-05-15,2006-05-21,ROU,Clay,,,0
2006,27th-international-spring-bowl_itf_juniors0,2006-05-16,2006-05-20,AUT,Clay,,,0
2006,27th-international-spring-bowl_itf_juniors1,2006-05-16,2006-05-20,AUT,Clay,,,0
2006,bachdjarah-itf-juniors_itf_juniors0,2006-05-22,2006-05-26,ALG,Clay,,,0
2006,bachdjarah-itf-juniors_itf_juniors1,2006-05-22,2006-05-26,ALG,Clay,,,0
2006,ted---istanbul_itf_juniors0,2006-05-22,2006-05-27,TUR,Hard,,,0
2006,ted---istanbul_itf_juniors1,2006-05-22,2006-05-27,TUR,Hard,,,0
2006,"47th-trofeo-bonfiglio-""campionati-internazionali-d'italia""_itf_juniors0",2006-05-22,2006-05-28,ITA,Clay,,,0
2006,"47th-trofeo-bonfiglio-""campionati-internazionali-d'italia""_itf_juniors1",2006-05-22,2006-05-28,ITA,Clay,,,0
2006,samara-cup_itf_juniors0,2006-05-22,2006-05-28,RUS,Hard,,,0
2006,samara-cup_itf_juniors1,2006-05-22,2006-05-28,RUS,Hard,,,0
2006,la-vie-sport-junior-cup-villach-2006_itf_juniors0,2006-05-23,2006-05-27,AUT,Clay,,,0
2006,la-vie-sport-junior-cup-villach-2006_itf_juniors1,2006-05-23,2006-05-27,AUT,Clay,,,0
2006,montenegro-open_itf_juniors0,2006-05-23,2006-05-27,SCG,Clay,,,0
2006,montenegro-open_itf_juniors1,2006-05-23,2006-05-27,SCG,Clay,,,0
2006,26th-tashkent-international-junior-tournament_itf_juniors0,2006-05-29,2006-06-03,UZB,Hard,,,0
2006,26th-tashkent-international-junior-tournament_itf_juniors1,2006-05-29,2006-06-03,UZB,Hard,,,0
2006,copa-cariari_itf_juniors0,2006-05-29,2006-06-03,CRC,Hard,,,0
2006,copa-cariari_itf_juniors1,2006-05-29,2006-06-03,CRC,Hard,,,0
2006,tingis-cup_itf_juniors0,2006-05-29,2006-06-03,MAR,Clay,,,0
2006,tingis-cup_itf_juniors1,2006-05-29,2006-06-03,MAR,Clay,,,0
2006,"42nd-astrid-bowl-charleroi,-belgian-international-junior-championships_itf_juniors0",2006-05-29,2006-06-03,BEL,Clay,,,0
2006,"42nd-astrid-bowl-charleroi,-belgian-international-junior-championships_itf_juniors1",2006-05-29,2006-06-03,BEL,Clay,,,0
2006,estonian-junior-open_itf_juniors0,2006-05-30,2006-06-03,EST,Clay,,,0
2006,estonian-junior-open_itf_juniors1,2006-05-30,2006-06-03,EST,Clay,,,0
2006,idom-cup_itf_juniors0,2006-05-30,2006-06-04,HUN,Clay,,,0
2006,idom-cup_itf_juniors1,2006-05-30,2006-06-04,HUN,Clay,,,0
2006,tennis-sweden-junior-cup_itf_juniors0,2006-05-31,2006-06-04,SWE,Clay,,,0
2006,14th-international-junior-tournament-of-offenbach/main_itf_juniors0,2006-06-13,2006-06-18,Germany,Clay,,,0
2006,tennis-sweden-junior-cup_itf_juniors1,2006-05-31,2006-06-04,SWE,Clay,,,0
2006,14th-international-junior-tournament-of-offenbach/main_itf_juniors1,2006-06-13,2006-06-18,Germany,Clay,,,0
2006,roland-garros-2006_itf_juniors0,2006-06-04,2006-06-11,FRA,Clay,,,0
2006,roland-garros-2006_itf_juniors1,2006-06-04,2006-06-11,FRA,Clay,,,0
2006,riad-21---rabat_itf_juniors0,2006-06-05,2006-06-10,MAR,Clay,,,0
2006,riad-21---rabat_itf_juniors1,2006-06-05,2006-06-10,MAR,Clay,,,0
2006,viii-copa-cristal_itf_juniors0,2006-06-05,2006-06-10,ESA,Hard,,,0
2006,viii-copa-cristal_itf_juniors1,2006-06-05,2006-06-10,ESA,Hard,,,0
2006,ozerov-cup_itf_juniors0,2006-06-05,2006-06-11,RUS,Clay,,,0
2006,ozerov-cup_itf_juniors1,2006-06-05,2006-06-11,RUS,Clay,,,0
2006,10th-namangan-international-junior-tournament_itf_juniors0,2006-06-06,2006-06-10,UZB,Hard,,,0
2006,10th-namangan-international-junior-tournament_itf_juniors1,2006-06-06,2006-06-10,UZB,Hard,,,0
2006,epitok-cup_itf_juniors0,2006-06-07,2006-06-11,HUN,Clay,,,0
2006,epitok-cup_itf_juniors1,2006-06-07,2006-06-11,HUN,Clay,,,0
2006,international-tennis-championships-of-kyrgyzstan_itf_juniors0,2006-06-12,2006-06-16,KGZ,Clay,,,0
2006,international-tennis-championships-of-kyrgyzstan_itf_juniors1,2006-06-12,2006-06-16,KGZ,Clay,,,0
2006,"raquette-d'or,-mohammedia_itf_juniors0",2006-06-12,2006-06-17,MAR,Clay,,,0
2006,"raquette-d'or,-mohammedia_itf_juniors1",2006-06-12,2006-06-17,MAR,Clay,,,0
2006,xv-copa-mundo-maya_itf_juniors0,2006-06-12,2006-06-18,GUA,Hard,,,0
2006,xv-copa-mundo-maya_itf_juniors1,2006-06-12,2006-06-18,GUA,Hard,,,0
2006,usta-international-grass-court-championships_itf_juniors0,2006-06-12,2006-06-18,USA,Grass,,,0
2006,usta-international-grass-court-championships_itf_juniors1,2006-06-12,2006-06-18,USA,Grass,,,0
2006,open-junior-bnp-paribas-of-new-caledonia_itf_juniors0,2006-06-18,2006-06-23,CAL,Hard,,,0
2006,copa-club-farallones_itf_juniors0,2006-08-14,2006-08-19,COL,Clay,,,0
2006,open-junior-bnp-paribas-of-new-caledonia_itf_juniors1,2006-06-18,2006-06-23,CAL,Hard,,,0
2006,7th-gerry-weber-junior-open_itf_juniors0,2006-06-20,2006-06-24,Germany,Grass,,,0
2006,bank-of-bermuda-foundation-itf-junior-circuit-tournament_itf_juniors0,2006-06-19,2006-06-24,BER,Hard,,,0
2006,bank-of-bermuda-foundation-itf-junior-circuit-tournament_itf_juniors1,2006-06-19,2006-06-24,BER,Hard,,,0
2006,7th-gerry-weber-junior-open_itf_juniors1,2006-06-20,2006-06-24,Germany,Grass,,,0
2006,5th-copa-horizontes-de-la-amistad_itf_juniors0,2006-06-19,2006-06-24,CUB,Hard,,,0
2006,5th-copa-horizontes-de-la-amistad_itf_juniors1,2006-06-19,2006-06-24,CUB,Hard,,,0
2006,mediterranee-avenir---casablanca_itf_juniors0,2006-06-19,2006-06-25,MAR,Clay,,,0
2006,mediterranee-avenir---casablanca_itf_juniors1,2006-06-19,2006-06-25,MAR,Clay,,,0
2006,itf-copenhagen-junior-open-2006_itf_juniors0,2006-06-20,2006-06-24,DEN,Clay,,,0
2006,itf-copenhagen-junior-open-2006_itf_juniors1,2006-06-20,2006-06-24,DEN,Clay,,,0
2006,head-cup_itf_juniors0,2006-06-20,2006-06-24,UKR,Clay,,,0
2006,head-cup_itf_juniors1,2006-06-20,2006-06-24,UKR,Clay,,,0
2006,thamrin-cup-international-junior-championships_itf_juniors0,2006-06-20,2006-06-25,INA,Hard,,,0
2006,thamrin-cup-international-junior-championships_itf_juniors1,2006-06-20,2006-06-25,INA,Hard,,,0
2006,prokom-cup_itf_juniors0,2006-06-21,2006-06-25,POL,Clay,,,0
2006,prokom-cup_itf_juniors1,2006-06-21,2006-06-25,POL,Clay,,,0
2006,lta-international-junior-championships---roehampton_itf_juniors0,2006-06-25,2006-06-30,GBR,Grass,,,0
2006,lta-international-junior-championships---roehampton_itf_juniors1,2006-06-25,2006-06-30,GBR,Grass,,,0
2006,air-pacific-south-pacific-open-junior-championships_itf_juniors0,2006-06-26,2006-07-01,FIJ,Hard,,,0
2006,air-pacific-south-pacific-open-junior-championships_itf_juniors1,2006-06-26,2006-07-01,FIJ,Hard,,,0
2006,danish-junior-cup-2006_itf_juniors0,2006-06-26,2006-07-01,DEN,Clay,,,0
2006,danish-junior-cup-2006_itf_juniors1,2006-06-26,2006-07-01,DEN,Clay,,,0
2006,bahamas-itf-junior-international_itf_juniors0,2006-06-26,2006-07-01,BAH,Hard,,,0
2006,bahamas-itf-junior-international_itf_juniors1,2006-06-26,2006-07-01,BAH,Hard,,,0
2006,pangdam-siliwangi-cup---international-junior-championships_itf_juniors0,2006-06-27,2006-07-02,INA,Hard,,,0
2006,pangdam-siliwangi-cup---international-junior-championships_itf_juniors1,2006-06-27,2006-07-02,INA,Hard,,,0
2006,tournoi-international-junior-de-la-ville-de-tunis_itf_juniors0,2006-06-28,2006-07-02,TUN,Clay,,,0
2006,tournoi-international-junior-de-la-ville-de-tunis_itf_juniors1,2006-06-28,2006-07-02,TUN,Clay,,,0
2006,"the-junior-championships,-wimbledon_itf_juniors0",2006-07-01,2006-07-09,GBR,Grass,,,0
2006,"the-junior-championships,-wimbledon_itf_juniors1",2006-07-01,2006-07-09,GBR,Grass,,,0
2006,13th-aruba-international-junior-tournament-/-tihta_itf_juniors0,2006-07-03,2006-07-08,ARU,Hard,,,0
2006,13th-aruba-international-junior-tournament-/-tihta_itf_juniors1,2006-07-03,2006-07-08,ARU,Hard,,,0
2006,governor-cup_itf_juniors0,2006-07-03,2006-07-08,RUS,Clay,,,0
2006,governor-cup_itf_juniors1,2006-07-03,2006-07-08,RUS,Clay,,,0
2006,6th-carthago-cup_itf_juniors0,2006-07-03,2006-07-08,TUN,Clay,,,0
2006,6th-carthago-cup_itf_juniors1,2006-07-03,2006-07-08,TUN,Clay,,,0
2006,biesterbos-open-2006_itf_juniors0,2006-07-03,2006-07-09,NED,Clay,,,0
2006,biesterbos-open-2006_itf_juniors1,2006-07-03,2006-07-09,NED,Clay,,,0
2006,itf-yonex-junior-championships_itf_juniors0,2006-07-03,2006-07-09,THA,Hard,,,0
2006,24-bruchkoebeler-body-&-ball_itf_juniors0,2006-07-04,2006-07-08,Germany,Clay,,,0
2006,itf-yonex-junior-championships_itf_juniors1,2006-07-03,2006-07-09,THA,Hard,,,0
2006,24-bruchkoebeler-body-&-ball_itf_juniors1,2006-07-04,2006-07-08,Germany,Clay,,,0
2006,ostrog-academia-cup_itf_juniors0,2006-07-03,2006-07-09,UKR,Clay,,,0
2006,30th-german-junior-open_itf_juniors0,2006-07-11,2006-07-16,Germany,Clay,,,0
2006,ostrog-academia-cup_itf_juniors1,2006-07-03,2006-07-09,UKR,Clay,,,0
2006,new-zealand-18-&-under-indoor-championships_itf_juniors0,2006-07-04,2006-07-09,NZL,Hard,,,0
2006,new-zealand-18-&-under-indoor-championships_itf_juniors1,2006-07-04,2006-07-09,NZL,Hard,,,0
2006,vilnius-open-18-&-under-2006_itf_juniors0,2006-07-05,2006-07-09,LTU,Clay,,,0
2006,vilnius-open-18-&-under-2006_itf_juniors1,2006-07-05,2006-07-09,LTU,Clay,,,0
2006,ranka-junior-open_itf_juniors0,2006-07-10,2006-07-14,FIN,Clay,,,0
2006,ranka-junior-open_itf_juniors1,2006-07-10,2006-07-14,FIN,Clay,,,0
2006,5th-mouhafaza-club-international-itf-junior-tournament_itf_juniors0,2006-07-10,2006-07-15,SYR,Hard,,,0
2006,5th-mouhafaza-club-international-itf-junior-tournament_itf_juniors1,2006-07-10,2006-07-15,SYR,Hard,,,0
2006,st.maarten-juniors-open-2006_itf_juniors0,2006-07-10,2006-07-15,AHO,Hard,,,0
2006,st.maarten-juniors-open-2006_itf_juniors1,2006-07-10,2006-07-15,AHO,Hard,,,0
2006,2006-canadian-u18-itf-junior-world-ranking-event_itf_juniors0,2006-07-10,2006-07-15,CAN,Hard,,,0
2006,2006-canadian-u18-itf-junior-world-ranking-event_itf_juniors1,2006-07-10,2006-07-15,CAN,Hard,,,0
2006,the-scottish-junior-international-championships_itf_juniors0,2006-07-10,2006-07-15,GBR,Clay,,,0
2006,the-scottish-junior-international-championships_itf_juniors1,2006-07-10,2006-07-15,GBR,Clay,,,0
2006,2006-itf-mercedes-cup_itf_juniors0,2006-07-10,2006-07-16,THA,Hard,,,0
2006,2006-itf-mercedes-cup_itf_juniors1,2006-07-10,2006-07-16,THA,Hard,,,0
2006,egypt-international-championships-1_itf_juniors0,2006-07-10,2006-07-16,EGY,Clay,,,0
2006,egypt-international-championships-1_itf_juniors1,2006-07-10,2006-07-16,EGY,Clay,,,0
2006,itf-corfu-open_itf_juniors0,2006-07-11,2006-07-16,GRE,Carpet,,,0
2006,itf-corfu-open_itf_juniors1,2006-07-11,2006-07-16,GRE,Carpet,,,0
2006,30th-german-junior-open_itf_juniors1,2006-07-11,2006-07-16,Germany,Clay,,,0
2006,air--berlin-junior-open_itf_juniors0,2006-07-18,2006-07-22,Germany,Clay,,,0
2006,itf-leeuwenbergh-open-2006_itf_juniors0,2006-07-11,2006-07-16,NED,Clay,,,0
2006,air--berlin-junior-open_itf_juniors1,2006-07-18,2006-07-22,Germany,Clay,,,0
2006,itf-leeuwenbergh-open-2006_itf_juniors1,2006-07-11,2006-07-16,NED,Clay,,,0
2006,safina-cup_itf_juniors0,2006-07-12,2006-07-16,CZE,Clay,,,0
2006,safina-cup_itf_juniors1,2006-07-12,2006-07-16,CZE,Clay,,,0
2006,darwin-international_itf_juniors0,2006-07-12,2006-07-17,AUS,Hard,,,0
2006,darwin-international_itf_juniors1,2006-07-12,2006-07-17,AUS,Hard,,,0
2006,5th-aotk-cup_itf_juniors0,2006-07-17,2006-07-21,EST,Carpet,,,0
2006,5th-aotk-cup_itf_juniors1,2006-07-17,2006-07-21,EST,Carpet,,,0
2006,22nd-damascus-international-junior-tournament_itf_juniors0,2006-07-17,2006-07-22,SYR,Hard,,,0
2006,22nd-damascus-international-junior-tournament_itf_juniors1,2006-07-17,2006-07-22,SYR,Hard,,,0
2006,the-youth-of-the-capital_itf_juniors0,2006-07-17,2006-07-22,KAZ,Hard,,,0
2006,the-youth-of-the-capital_itf_juniors1,2006-07-17,2006-07-22,KAZ,Hard,,,0
2006,itf-jamaica-junior-championships_itf_juniors0,2006-07-17,2006-07-22,JAM,Hard,,,0
2006,itf-jamaica-junior-championships_itf_juniors1,2006-07-17,2006-07-22,JAM,Hard,,,0
2006,86-slazenger-winchester_itf_juniors0,2006-07-17,2006-07-22,GBR,Carpet,,,0
2006,86-slazenger-winchester_itf_juniors1,2006-07-17,2006-07-22,GBR,Carpet,,,0
2006,egypt-international-championships-2_itf_juniors0,2006-07-17,2006-07-23,EGY,Clay,,,0
2006,egypt-international-championships-2_itf_juniors1,2006-07-17,2006-07-23,EGY,Clay,,,0
2006,sata-itf-junior-pretoria_itf_juniors0,2006-07-18,2006-07-22,RSA,Hard,,,0
2006,sata-itf-junior-pretoria_itf_juniors1,2006-07-18,2006-07-22,RSA,Hard,,,0
2006,northern-territory-international_itf_juniors0,2006-07-18,2006-07-23,AUS,Hard,,,0
2006,northern-territory-international_itf_juniors1,2006-07-18,2006-07-23,AUS,Hard,,,0
2006,"12th-sportastic-junior-open-wels,-presented-by-isospeed_itf_juniors0",2006-07-18,2006-07-23,AUT,Clay,,,0
2006,"12th-sportastic-junior-open-wels,-presented-by-isospeed_itf_juniors1",2006-07-18,2006-07-23,AUT,Clay,,,0
2006,international-flower-bulb-tournament_itf_juniors0,2006-07-18,2006-07-23,NED,Clay,,,0
2006,international-flower-bulb-tournament_itf_juniors1,2006-07-18,2006-07-23,NED,Clay,,,0
2006,ex-pilsen-wilson-cup_itf_juniors0,2006-07-19,2006-07-23,CZE,Clay,,,0
2006,ex-pilsen-wilson-cup_itf_juniors1,2006-07-19,2006-07-23,CZE,Clay,,,0
2006,brussels-international-junior-tournament_itf_juniors0,2006-07-19,2006-07-23,BEL,Clay,,,0
2006,brussels-international-junior-tournament_itf_juniors1,2006-07-19,2006-07-23,BEL,Clay,,,0
2006,"""south-capital""-junior-tournament_itf_juniors0",2006-07-24,2006-07-29,KAZ,Hard,,,0
2006,"""south-capital""-junior-tournament_itf_juniors1",2006-07-24,2006-07-29,KAZ,Hard,,,0
2006,copa-merengue_itf_juniors0,2006-07-24,2006-07-29,DOM,Hard,,,0
2006,copa-merengue_itf_juniors1,2006-07-24,2006-07-29,DOM,Hard,,,0
2006,donnybrook-junior-international_itf_juniors0,2006-07-24,2006-07-29,IRL,Carpet,,,0
2006,donnybrook-junior-international_itf_juniors1,2006-07-24,2006-07-29,IRL,Carpet,,,0
2006,european-junior-individual-championships_itf_juniors0,2006-07-24,2006-07-30,SUI,Clay,,,0
2006,european-junior-individual-championships_itf_juniors1,2006-07-24,2006-07-30,SUI,Clay,,,0
2006,forwardzone-itf-junior-tournament_itf_juniors0,2006-07-25,2006-07-29,RSA,Hard,,,0
2006,forwardzone-itf-junior-tournament_itf_juniors1,2006-07-25,2006-07-29,RSA,Hard,,,0
2006,international-18-&-under-tennis-championships---bishkek_itf_juniors0,2006-07-31,2006-08-04,KGZ,Clay,,,0
2006,international-18-&-under-tennis-championships---bishkek_itf_juniors1,2006-07-31,2006-08-04,KGZ,Clay,,,0
2006,itf-rushbrooke-junior-international_itf_juniors0,2006-07-31,2006-08-04,IRL,Carpet,,,0
2006,itf-rushbrooke-junior-international_itf_juniors1,2006-07-31,2006-08-04,IRL,Carpet,,,0
2006,"jitic,-central-america-&-caribbean-closed_itf_juniors0",2006-07-31,2006-08-05,ESA,Clay,,,0
2006,"jitic,-central-america-&-caribbean-closed_itf_juniors1",2006-07-31,2006-08-05,ESA,Clay,,,0
2006,12th-internacional-junior-de-leiria_itf_juniors0,2006-08-02,2006-08-05,POR,Clay,,,0
2006,12th-internacional-junior-de-leiria_itf_juniors1,2006-08-02,2006-08-05,POR,Clay,,,0
2006,11th-slovenian-junior-open-2006_itf_juniors0,2006-08-02,2006-08-06,SLO,Clay,,,0
2006,11th-slovenian-junior-open-2006_itf_juniors1,2006-08-02,2006-08-06,SLO,Clay,,,0
2006,itf-south-/-central-africa-juniors-circuit---swaziland_itf_juniors0,2006-08-06,2006-08-10,SWZ,Hard,,,0
2006,itf-south-/-central-africa-juniors-circuit---swaziland_itf_juniors1,2006-08-06,2006-08-10,SWZ,Hard,,,0
2006,amman-itf-junior-circuit_itf_juniors0,2006-08-07,2006-08-11,JOR,Hard,,,0
2006,amman-itf-junior-circuit_itf_juniors1,2006-08-07,2006-08-11,JOR,Hard,,,0
2006,copa-de-las-naciones-amigas_itf_juniors0,2006-08-07,2006-08-12,COL,Clay,,,0
2006,copa-de-las-naciones-amigas_itf_juniors1,2006-08-07,2006-08-12,COL,Clay,,,0
2006,taca-diogo-napoles_itf_juniors0,2006-08-07,2006-08-12,POR,Clay,,,0
2006,taca-diogo-napoles_itf_juniors1,2006-08-07,2006-08-12,POR,Clay,,,0
2006,coca-cola-itf-junior-tournament_itf_juniors0,2006-08-07,2006-08-12,LCA,Hard,,,0
